,PRECINCT_NUMBER,PARTY,VOTES,CANDIDATE
3244,1,GRN,75,Joyce Robinson-Paul
3245,2,GRN,5,Joyce Robinson-Paul
3246,3,GRN,34,Joyce Robinson-Paul
3247,4,GRN,32,Joyce Robinson-Paul
3248,5,GRN,44,Joyce Robinson-Paul
3249,6,GRN,46,Joyce Robinson-Paul
3250,7,GRN,28,Joyce Robinson-Paul
3251,8,GRN,70,Joyce Robinson-Paul
3252,9,GRN,23,Joyce Robinson-Paul
3253,10,GRN,37,Joyce Robinson-Paul
3254,11,GRN,100,Joyce Robinson-Paul
3255,12,GRN,8,Joyce Robinson-Paul
3256,13,GRN,24,Joyce Robinson-Paul
3257,14,GRN,64,Joyce Robinson-Paul
3258,15,GRN,90,Joyce Robinson-Paul
3259,16,GRN,68,Joyce Robinson-Paul
3260,17,GRN,116,Joyce Robinson-Paul
3261,18,GRN,116,Joyce Robinson-Paul
3262,19,GRN,175,Joyce Robinson-Paul
3263,20,GRN,23,Joyce Robinson-Paul
3264,21,GRN,32,Joyce Robinson-Paul
3265,22,GRN,86,Joyce Robinson-Paul
3266,23,GRN,64,Joyce Robinson-Paul
3267,24,GRN,81,Joyce Robinson-Paul
3268,25,GRN,148,Joyce Robinson-Paul
3269,26,GRN,58,Joyce Robinson-Paul
3270,27,GRN,69,Joyce Robinson-Paul
3271,28,GRN,56,Joyce Robinson-Paul
3272,29,GRN,45,Joyce Robinson-Paul
3273,30,GRN,25,Joyce Robinson-Paul
3274,31,GRN,63,Joyce Robinson-Paul
3275,32,GRN,59,Joyce Robinson-Paul
3276,33,GRN,79,Joyce Robinson-Paul
3277,34,GRN,90,Joyce Robinson-Paul
3278,35,GRN,150,Joyce Robinson-Paul
3279,36,GRN,124,Joyce Robinson-Paul
3280,37,GRN,76,Joyce Robinson-Paul
3281,38,GRN,83,Joyce Robinson-Paul
3282,39,GRN,140,Joyce Robinson-Paul
3283,40,GRN,164,Joyce Robinson-Paul
3284,41,GRN,81,Joyce Robinson-Paul
3285,42,GRN,49,Joyce Robinson-Paul
3286,43,GRN,56,Joyce Robinson-Paul
3287,44,GRN,76,Joyce Robinson-Paul
3288,45,GRN,81,Joyce Robinson-Paul
3289,46,GRN,68,Joyce Robinson-Paul
3290,47,GRN,97,Joyce Robinson-Paul
3291,48,GRN,112,Joyce Robinson-Paul
3292,49,GRN,27,Joyce Robinson-Paul
3293,50,GRN,70,Joyce Robinson-Paul
3294,51,GRN,73,Joyce Robinson-Paul
3295,52,GRN,32,Joyce Robinson-Paul
3296,53,GRN,49,Joyce Robinson-Paul
3297,54,GRN,106,Joyce Robinson-Paul
3298,55,GRN,55,Joyce Robinson-Paul
3299,56,GRN,88,Joyce Robinson-Paul
3300,57,GRN,81,Joyce Robinson-Paul
3301,58,GRN,74,Joyce Robinson-Paul
3302,59,GRN,99,Joyce Robinson-Paul
3303,60,GRN,56,Joyce Robinson-Paul
3304,61,GRN,66,Joyce Robinson-Paul
3305,62,GRN,126,Joyce Robinson-Paul
3306,63,GRN,150,Joyce Robinson-Paul
3307,64,GRN,77,Joyce Robinson-Paul
3308,65,GRN,93,Joyce Robinson-Paul
3309,66,GRN,134,Joyce Robinson-Paul
3310,67,GRN,134,Joyce Robinson-Paul
3311,68,GRN,88,Joyce Robinson-Paul
3312,69,GRN,64,Joyce Robinson-Paul
3313,70,GRN,76,Joyce Robinson-Paul
3314,71,GRN,74,Joyce Robinson-Paul
3315,72,GRN,101,Joyce Robinson-Paul
3316,73,GRN,95,Joyce Robinson-Paul
3317,74,GRN,121,Joyce Robinson-Paul
3318,75,GRN,116,Joyce Robinson-Paul
3319,76,GRN,16,Joyce Robinson-Paul
3320,77,GRN,77,Joyce Robinson-Paul
3321,78,GRN,68,Joyce Robinson-Paul
3322,79,GRN,30,Joyce Robinson-Paul
3323,80,GRN,34,Joyce Robinson-Paul
3324,81,GRN,117,Joyce Robinson-Paul
3325,82,GRN,82,Joyce Robinson-Paul
3326,83,GRN,102,Joyce Robinson-Paul
3327,84,GRN,78,Joyce Robinson-Paul
3328,85,GRN,90,Joyce Robinson-Paul
3329,86,GRN,53,Joyce Robinson-Paul
3330,87,GRN,86,Joyce Robinson-Paul
3331,88,GRN,68,Joyce Robinson-Paul
3332,89,GRN,70,Joyce Robinson-Paul
3333,90,GRN,61,Joyce Robinson-Paul
3334,91,GRN,116,Joyce Robinson-Paul
3335,92,GRN,29,Joyce Robinson-Paul
3336,93,GRN,44,Joyce Robinson-Paul
3337,94,GRN,30,Joyce Robinson-Paul
3338,95,GRN,24,Joyce Robinson-Paul
3339,96,GRN,39,Joyce Robinson-Paul
3340,97,GRN,30,Joyce Robinson-Paul
3341,98,GRN,41,Joyce Robinson-Paul
3342,99,GRN,40,Joyce Robinson-Paul
3343,100,GRN,24,Joyce Robinson-Paul
3344,101,GRN,39,Joyce Robinson-Paul
3345,102,GRN,56,Joyce Robinson-Paul
3346,103,GRN,62,Joyce Robinson-Paul
3347,104,GRN,46,Joyce Robinson-Paul
3348,105,GRN,41,Joyce Robinson-Paul
3349,106,GRN,70,Joyce Robinson-Paul
3350,107,GRN,35,Joyce Robinson-Paul
3351,108,GRN,43,Joyce Robinson-Paul
3352,109,GRN,49,Joyce Robinson-Paul
3353,110,GRN,115,Joyce Robinson-Paul
3354,111,GRN,60,Joyce Robinson-Paul
3355,112,GRN,57,Joyce Robinson-Paul
3356,113,GRN,67,Joyce Robinson-Paul
3357,114,GRN,45,Joyce Robinson-Paul
3358,115,GRN,48,Joyce Robinson-Paul
3359,116,GRN,45,Joyce Robinson-Paul
3360,117,GRN,19,Joyce Robinson-Paul
3361,118,GRN,51,Joyce Robinson-Paul
3362,119,GRN,46,Joyce Robinson-Paul
3363,120,GRN,40,Joyce Robinson-Paul
3364,121,GRN,61,Joyce Robinson-Paul
3365,122,GRN,32,Joyce Robinson-Paul
3366,123,GRN,54,Joyce Robinson-Paul
3367,124,GRN,57,Joyce Robinson-Paul
3368,125,GRN,67,Joyce Robinson-Paul
3369,126,GRN,71,Joyce Robinson-Paul
3370,127,GRN,132,Joyce Robinson-Paul
3371,128,GRN,62,Joyce Robinson-Paul
3372,129,GRN,40,Joyce Robinson-Paul
3373,130,GRN,26,Joyce Robinson-Paul
3374,131,GRN,33,Joyce Robinson-Paul
3375,132,GRN,40,Joyce Robinson-Paul
3376,133,GRN,36,Joyce Robinson-Paul
3377,134,GRN,37,Joyce Robinson-Paul
3378,135,GRN,98,Joyce Robinson-Paul
3379,136,GRN,21,Joyce Robinson-Paul
3380,137,GRN,23,Joyce Robinson-Paul
3381,138,GRN,41,Joyce Robinson-Paul
3382,139,GRN,73,Joyce Robinson-Paul
3383,140,GRN,46,Joyce Robinson-Paul
3384,141,GRN,57,Joyce Robinson-Paul
3385,142,GRN,29,Joyce Robinson-Paul
3386,143,GRN,55,Joyce Robinson-Paul
3387,1,DEM,598,Mike Panetta
3388,2,DEM,77,Mike Panetta
3389,3,DEM,440,Mike Panetta
3390,4,DEM,428,Mike Panetta
3391,5,DEM,594,Mike Panetta
3392,6,DEM,462,Mike Panetta
3393,7,DEM,382,Mike Panetta
3394,8,DEM,773,Mike Panetta
3395,9,DEM,389,Mike Panetta
3396,10,DEM,710,Mike Panetta
3397,11,DEM,929,Mike Panetta
3398,12,DEM,150,Mike Panetta
3399,13,DEM,392,Mike Panetta
3400,14,DEM,675,Mike Panetta
3401,15,DEM,856,Mike Panetta
3402,16,DEM,862,Mike Panetta
3403,17,DEM,1052,Mike Panetta
3404,18,DEM,1045,Mike Panetta
3405,19,DEM,971,Mike Panetta
3406,20,DEM,240,Mike Panetta
3407,21,DEM,394,Mike Panetta
3408,22,DEM,1008,Mike Panetta
3409,23,DEM,699,Mike Panetta
3410,24,DEM,700,Mike Panetta
3411,25,DEM,1184,Mike Panetta
3412,26,DEM,891,Mike Panetta
3413,27,DEM,761,Mike Panetta
3414,28,DEM,816,Mike Panetta
3415,29,DEM,411,Mike Panetta
3416,30,DEM,548,Mike Panetta
3417,31,DEM,863,Mike Panetta
3418,32,DEM,924,Mike Panetta
3419,33,DEM,939,Mike Panetta
3420,34,DEM,1120,Mike Panetta
3421,35,DEM,994,Mike Panetta
3422,36,DEM,941,Mike Panetta
3423,37,DEM,695,Mike Panetta
3424,38,DEM,640,Mike Panetta
3425,39,DEM,935,Mike Panetta
3426,40,DEM,1053,Mike Panetta
3427,41,DEM,788,Mike Panetta
3428,42,DEM,446,Mike Panetta
3429,43,DEM,464,Mike Panetta
3430,44,DEM,808,Mike Panetta
3431,45,DEM,634,Mike Panetta
3432,46,DEM,793,Mike Panetta
3433,47,DEM,747,Mike Panetta
3434,48,DEM,882,Mike Panetta
3435,49,DEM,212,Mike Panetta
3436,50,DEM,778,Mike Panetta
3437,51,DEM,1260,Mike Panetta
3438,52,DEM,486,Mike Panetta
3439,53,DEM,398,Mike Panetta
3440,54,DEM,777,Mike Panetta
3441,55,DEM,737,Mike Panetta
3442,56,DEM,950,Mike Panetta
3443,57,DEM,788,Mike Panetta
3444,58,DEM,790,Mike Panetta
3445,59,DEM,901,Mike Panetta
3446,60,DEM,617,Mike Panetta
3447,61,DEM,632,Mike Panetta
3448,62,DEM,1386,Mike Panetta
3449,63,DEM,1101,Mike Panetta
3450,64,DEM,896,Mike Panetta
3451,65,DEM,1033,Mike Panetta
3452,66,DEM,1854,Mike Panetta
3453,67,DEM,1181,Mike Panetta
3454,68,DEM,710,Mike Panetta
3455,69,DEM,894,Mike Panetta
3456,70,DEM,537,Mike Panetta
3457,71,DEM,849,Mike Panetta
3458,72,DEM,1199,Mike Panetta
3459,73,DEM,676,Mike Panetta
3460,74,DEM,1050,Mike Panetta
3461,75,DEM,733,Mike Panetta
3462,76,DEM,199,Mike Panetta
3463,77,DEM,650,Mike Panetta
3464,78,DEM,645,Mike Panetta
3465,79,DEM,351,Mike Panetta
3466,80,DEM,462,Mike Panetta
3467,81,DEM,1309,Mike Panetta
3468,82,DEM,823,Mike Panetta
3469,83,DEM,1029,Mike Panetta
3470,84,DEM,686,Mike Panetta
3471,85,DEM,855,Mike Panetta
3472,86,DEM,674,Mike Panetta
3473,87,DEM,949,Mike Panetta
3474,88,DEM,785,Mike Panetta
3475,89,DEM,859,Mike Panetta
3476,90,DEM,536,Mike Panetta
3477,91,DEM,1189,Mike Panetta
3478,92,DEM,476,Mike Panetta
3479,93,DEM,429,Mike Panetta
3480,94,DEM,497,Mike Panetta
3481,95,DEM,387,Mike Panetta
3482,96,DEM,598,Mike Panetta
3483,97,DEM,338,Mike Panetta
3484,98,DEM,586,Mike Panetta
3485,99,DEM,407,Mike Panetta
3486,100,DEM,438,Mike Panetta
3487,101,DEM,593,Mike Panetta
3488,102,DEM,683,Mike Panetta
3489,103,DEM,925,Mike Panetta
3490,104,DEM,678,Mike Panetta
3491,105,DEM,697,Mike Panetta
3492,106,DEM,904,Mike Panetta
3493,107,DEM,406,Mike Panetta
3494,108,DEM,501,Mike Panetta
3495,109,DEM,442,Mike Panetta
3496,110,DEM,1467,Mike Panetta
3497,111,DEM,664,Mike Panetta
3498,112,DEM,625,Mike Panetta
3499,113,DEM,902,Mike Panetta
3500,114,DEM,653,Mike Panetta
3501,115,DEM,574,Mike Panetta
3502,116,DEM,781,Mike Panetta
3503,117,DEM,358,Mike Panetta
3504,118,DEM,571,Mike Panetta
3505,119,DEM,560,Mike Panetta
3506,120,DEM,424,Mike Panetta
3507,121,DEM,825,Mike Panetta
3508,122,DEM,474,Mike Panetta
3509,123,DEM,597,Mike Panetta
3510,124,DEM,716,Mike Panetta
3511,125,DEM,968,Mike Panetta
3512,126,DEM,793,Mike Panetta
3513,127,DEM,1198,Mike Panetta
3514,128,DEM,586,Mike Panetta
3515,129,DEM,570,Mike Panetta
3516,130,DEM,240,Mike Panetta
3517,131,DEM,445,Mike Panetta
3518,132,DEM,584,Mike Panetta
3519,133,DEM,488,Mike Panetta
3520,134,DEM,561,Mike Panetta
3521,135,DEM,851,Mike Panetta
3522,136,DEM,237,Mike Panetta
3523,137,DEM,306,Mike Panetta
3524,138,DEM,688,Mike Panetta
3525,139,DEM,798,Mike Panetta
3526,140,DEM,528,Mike Panetta
3527,141,DEM,623,Mike Panetta
3528,142,DEM,478,Mike Panetta
3529,143,DEM,560,Mike Panetta
3530,1,NON,5,WRITE-IN
3531,2,NON,2,WRITE-IN
3532,3,NON,8,WRITE-IN
3533,4,NON,10,WRITE-IN
3534,5,NON,10,WRITE-IN
3535,6,NON,8,WRITE-IN
3536,7,NON,5,WRITE-IN
3537,8,NON,23,WRITE-IN
3538,9,NON,9,WRITE-IN
3539,10,NON,8,WRITE-IN
3540,11,NON,16,WRITE-IN
3541,12,NON,3,WRITE-IN
3542,13,NON,9,WRITE-IN
3543,14,NON,11,WRITE-IN
3544,15,NON,21,WRITE-IN
3545,16,NON,21,WRITE-IN
3546,17,NON,21,WRITE-IN
3547,18,NON,12,WRITE-IN
3548,19,NON,13,WRITE-IN
3549,20,NON,0,WRITE-IN
3550,21,NON,4,WRITE-IN
3551,22,NON,13,WRITE-IN
3552,23,NON,2,WRITE-IN
3553,24,NON,6,WRITE-IN
3554,25,NON,20,WRITE-IN
3555,26,NON,18,WRITE-IN
3556,27,NON,12,WRITE-IN
3557,28,NON,7,WRITE-IN
3558,29,NON,3,WRITE-IN
3559,30,NON,12,WRITE-IN
3560,31,NON,20,WRITE-IN
3561,32,NON,19,WRITE-IN
3562,33,NON,20,WRITE-IN
3563,34,NON,8,WRITE-IN
3564,35,NON,10,WRITE-IN
3565,36,NON,2,WRITE-IN
3566,37,NON,5,WRITE-IN
3567,38,NON,6,WRITE-IN
3568,39,NON,7,WRITE-IN
3569,40,NON,16,WRITE-IN
3570,41,NON,4,WRITE-IN
3571,42,NON,4,WRITE-IN
3572,43,NON,2,WRITE-IN
3573,44,NON,8,WRITE-IN
3574,45,NON,9,WRITE-IN
3575,46,NON,7,WRITE-IN
3576,47,NON,12,WRITE-IN
3577,48,NON,10,WRITE-IN
3578,49,NON,0,WRITE-IN
3579,50,NON,14,WRITE-IN
3580,51,NON,31,WRITE-IN
3581,52,NON,15,WRITE-IN
3582,53,NON,11,WRITE-IN
3583,54,NON,5,WRITE-IN
3584,55,NON,6,WRITE-IN
3585,56,NON,5,WRITE-IN
3586,57,NON,8,WRITE-IN
3587,58,NON,1,WRITE-IN
3588,59,NON,7,WRITE-IN
3589,60,NON,3,WRITE-IN
3590,61,NON,11,WRITE-IN
3591,62,NON,13,WRITE-IN
3592,63,NON,12,WRITE-IN
3593,64,NON,8,WRITE-IN
3594,65,NON,12,WRITE-IN
3595,66,NON,10,WRITE-IN
3596,67,NON,9,WRITE-IN
3597,68,NON,10,WRITE-IN
3598,69,NON,6,WRITE-IN
3599,70,NON,5,WRITE-IN
3600,71,NON,14,WRITE-IN
3601,72,NON,6,WRITE-IN
3602,73,NON,7,WRITE-IN
3603,74,NON,3,WRITE-IN
3604,75,NON,6,WRITE-IN
3605,76,NON,1,WRITE-IN
3606,77,NON,4,WRITE-IN
3607,78,NON,1,WRITE-IN
3608,79,NON,3,WRITE-IN
3609,80,NON,2,WRITE-IN
3610,81,NON,12,WRITE-IN
3611,82,NON,8,WRITE-IN
3612,83,NON,13,WRITE-IN
3613,84,NON,12,WRITE-IN
3614,85,NON,13,WRITE-IN
3615,86,NON,9,WRITE-IN
3616,87,NON,13,WRITE-IN
3617,88,NON,16,WRITE-IN
3618,89,NON,24,WRITE-IN
3619,90,NON,6,WRITE-IN
3620,91,NON,9,WRITE-IN
3621,92,NON,5,WRITE-IN
3622,93,NON,3,WRITE-IN
3623,94,NON,3,WRITE-IN
3624,95,NON,1,WRITE-IN
3625,96,NON,2,WRITE-IN
3626,97,NON,2,WRITE-IN
3627,98,NON,7,WRITE-IN
3628,99,NON,5,WRITE-IN
3629,100,NON,2,WRITE-IN
3630,101,NON,4,WRITE-IN
3631,102,NON,6,WRITE-IN
3632,103,NON,6,WRITE-IN
3633,104,NON,2,WRITE-IN
3634,105,NON,1,WRITE-IN
3635,106,NON,10,WRITE-IN
3636,107,NON,0,WRITE-IN
3637,108,NON,5,WRITE-IN
3638,109,NON,3,WRITE-IN
3639,110,NON,11,WRITE-IN
3640,111,NON,4,WRITE-IN
3641,112,NON,2,WRITE-IN
3642,113,NON,13,WRITE-IN
3643,114,NON,7,WRITE-IN
3644,115,NON,6,WRITE-IN
3645,116,NON,2,WRITE-IN
3646,117,NON,1,WRITE-IN
3647,118,NON,4,WRITE-IN
3648,119,NON,7,WRITE-IN
3649,120,NON,2,WRITE-IN
3650,121,NON,4,WRITE-IN
3651,122,NON,0,WRITE-IN
3652,123,NON,2,WRITE-IN
3653,124,NON,2,WRITE-IN
3654,125,NON,3,WRITE-IN
3655,126,NON,2,WRITE-IN
3656,127,NON,12,WRITE-IN
3657,128,NON,7,WRITE-IN
3658,129,NON,9,WRITE-IN
3659,130,NON,3,WRITE-IN
3660,131,NON,5,WRITE-IN
3661,132,NON,4,WRITE-IN
3662,133,NON,1,WRITE-IN
3663,134,NON,1,WRITE-IN
3664,135,NON,7,WRITE-IN
3665,136,NON,2,WRITE-IN
3666,137,NON,2,WRITE-IN
3667,138,NON,10,WRITE-IN
3668,139,NON,8,WRITE-IN
3669,140,NON,3,WRITE-IN
3670,141,NON,7,WRITE-IN
3671,142,NON,7,WRITE-IN
3672,143,NON,11,WRITE-IN
3673,20,NON,160,Dotti Love Wade
3674,22,NON,372,Dotti Love Wade
3675,23,NON,407,Dotti Love Wade
3676,24,NON,326,Dotti Love Wade
3677,25,NON,344,Dotti Love Wade
3678,35,NON,372,Dotti Love Wade
3679,36,NON,560,Dotti Love Wade
3680,37,NON,524,Dotti Love Wade
3681,38,NON,457,Dotti Love Wade
3682,39,NON,432,Dotti Love Wade
3683,40,NON,456,Dotti Love Wade
3684,41,NON,518,Dotti Love Wade
3685,42,NON,287,Dotti Love Wade
3686,43,NON,381,Dotti Love Wade
3687,136,NON,95,Dotti Love Wade
3688,137,NON,165,Dotti Love Wade
3689,20,NON,63,Patrick Mara
3690,22,NON,724,Patrick Mara
3691,23,NON,319,Patrick Mara
3692,24,NON,410,Patrick Mara
3693,25,NON,1123,Patrick Mara
3694,35,NON,703,Patrick Mara
3695,36,NON,526,Patrick Mara
3696,37,NON,214,Patrick Mara
3697,38,NON,265,Patrick Mara
3698,39,NON,651,Patrick Mara
3699,40,NON,769,Patrick Mara
3700,41,NON,350,Patrick Mara
3701,42,NON,204,Patrick Mara
3702,43,NON,114,Patrick Mara
3703,136,NON,167,Patrick Mara
3704,137,NON,129,Patrick Mara
3705,20,NON,2,WRITE-IN
3706,22,NON,12,WRITE-IN
3707,23,NON,6,WRITE-IN
3708,24,NON,13,WRITE-IN
3709,25,NON,17,WRITE-IN
3710,35,NON,14,WRITE-IN
3711,36,NON,9,WRITE-IN
3712,37,NON,8,WRITE-IN
3713,38,NON,11,WRITE-IN
3714,39,NON,14,WRITE-IN
3715,40,NON,15,WRITE-IN
3716,41,NON,8,WRITE-IN
3717,42,NON,4,WRITE-IN
3718,43,NON,9,WRITE-IN
3719,136,NON,1,WRITE-IN
3720,137,NON,7,WRITE-IN
3721,7,NON,444,Laura McGiffert Slover
3722,8,NON,1094,Laura McGiffert Slover
3723,9,NON,528,Laura McGiffert Slover
3724,10,NON,821,Laura McGiffert Slover
3725,11,NON,1039,Laura McGiffert Slover
3726,12,NON,212,Laura McGiffert Slover
3727,26,NON,895,Laura McGiffert Slover
3728,27,NON,860,Laura McGiffert Slover
3729,28,NON,919,Laura McGiffert Slover
3730,29,NON,471,Laura McGiffert Slover
3731,30,NON,634,Laura McGiffert Slover
3732,31,NON,976,Laura McGiffert Slover
3733,32,NON,972,Laura McGiffert Slover
3734,33,NON,969,Laura McGiffert Slover
3735,34,NON,1138,Laura McGiffert Slover
3736,50,NON,848,Laura McGiffert Slover
3737,138,NON,737,Laura McGiffert Slover
3738,7,NON,12,WRITE-IN
3739,8,NON,34,WRITE-IN
3740,9,NON,24,WRITE-IN
3741,10,NON,20,WRITE-IN
3742,11,NON,50,WRITE-IN
3743,12,NON,11,WRITE-IN
3744,26,NON,16,WRITE-IN
3745,27,NON,21,WRITE-IN
3746,28,NON,29,WRITE-IN
3747,29,NON,16,WRITE-IN
3748,30,NON,20,WRITE-IN
3749,31,NON,51,WRITE-IN
3750,32,NON,32,WRITE-IN
3751,33,NON,43,WRITE-IN
3752,34,NON,38,WRITE-IN
3753,50,NON,31,WRITE-IN
3754,138,NON,21,WRITE-IN
3755,19,NON,411,Darlene Glymph
3756,44,NON,361,Darlene Glymph
3757,66,NON,724,Darlene Glymph
3758,67,NON,471,Darlene Glymph
3759,68,NON,300,Darlene Glymph
3760,69,NON,333,Darlene Glymph
3761,70,NON,213,Darlene Glymph
3762,71,NON,366,Darlene Glymph
3763,72,NON,425,Darlene Glymph
3764,73,NON,279,Darlene Glymph
3765,74,NON,432,Darlene Glymph
3766,75,NON,287,Darlene Glymph
3767,76,NON,74,Darlene Glymph
3768,77,NON,310,Darlene Glymph
3769,78,NON,312,Darlene Glymph
3770,79,NON,200,Darlene Glymph
3771,135,NON,350,Darlene Glymph
3772,139,NON,320,Darlene Glymph
3773,19,NON,597,Mark Jones
3774,44,NON,512,Mark Jones
3775,66,NON,1168,Mark Jones
3776,67,NON,771,Mark Jones
3777,68,NON,462,Mark Jones
3778,69,NON,583,Mark Jones
3779,70,NON,365,Mark Jones
3780,71,NON,533,Mark Jones
3781,72,NON,808,Mark Jones
3782,73,NON,462,Mark Jones
3783,74,NON,692,Mark Jones
3784,75,NON,492,Mark Jones
3785,76,NON,124,Mark Jones
3786,77,NON,380,Mark Jones
3787,78,NON,368,Mark Jones
3788,79,NON,175,Mark Jones
3789,135,NON,528,Mark Jones
3790,139,NON,515,Mark Jones
3791,19,NON,26,WRITE-IN
3792,44,NON,11,WRITE-IN
3793,66,NON,19,WRITE-IN
3794,67,NON,16,WRITE-IN
3795,68,NON,19,WRITE-IN
3796,69,NON,10,WRITE-IN
3797,70,NON,14,WRITE-IN
3798,71,NON,20,WRITE-IN
3799,72,NON,10,WRITE-IN
3800,73,NON,14,WRITE-IN
3801,74,NON,16,WRITE-IN
3802,75,NON,7,WRITE-IN
3803,76,NON,0,WRITE-IN
3804,77,NON,8,WRITE-IN
3805,78,NON,2,WRITE-IN
3806,79,NON,7,WRITE-IN
3807,135,NON,21,WRITE-IN
3808,139,NON,9,WRITE-IN
3809,1,NON,472,Monica Warren-Jones
3810,81,NON,1035,Monica Warren-Jones
3811,82,NON,677,Monica Warren-Jones
3812,83,NON,844,Monica Warren-Jones
3813,84,NON,642,Monica Warren-Jones
3814,85,NON,757,Monica Warren-Jones
3815,86,NON,646,Monica Warren-Jones
3816,87,NON,745,Monica Warren-Jones
3817,88,NON,587,Monica Warren-Jones
3818,89,NON,673,Monica Warren-Jones
3819,90,NON,361,Monica Warren-Jones
3820,91,NON,886,Monica Warren-Jones
3821,127,NON,839,Monica Warren-Jones
3822,128,NON,333,Monica Warren-Jones
3823,130,NON,180,Monica Warren-Jones
3824,131,NON,291,Monica Warren-Jones
3825,142,NON,311,Monica Warren-Jones
3826,143,NON,343,Monica Warren-Jones
3827,1,NON,135,Melissa Rohan
3828,81,NON,394,Melissa Rohan
3829,82,NON,219,Melissa Rohan
3830,83,NON,288,Melissa Rohan
3831,84,NON,233,Melissa Rohan
3832,85,NON,321,Melissa Rohan
3833,86,NON,139,Melissa Rohan
3834,87,NON,273,Melissa Rohan
3835,88,NON,307,Melissa Rohan
3836,89,NON,448,Melissa Rohan
3837,90,NON,249,Melissa Rohan
3838,91,NON,438,Melissa Rohan
3839,127,NON,482,Melissa Rohan
3840,128,NON,320,Melissa Rohan
3841,130,NON,163,Melissa Rohan
3842,131,NON,203,Melissa Rohan
3843,142,NON,233,Melissa Rohan
3844,143,NON,222,Melissa Rohan
3845,1,NON,13,WRITE-IN
3846,81,NON,17,WRITE-IN
3847,82,NON,9,WRITE-IN
3848,83,NON,19,WRITE-IN
3849,84,NON,13,WRITE-IN
3850,85,NON,24,WRITE-IN
3851,86,NON,18,WRITE-IN
3852,87,NON,14,WRITE-IN
3853,88,NON,16,WRITE-IN
3854,89,NON,29,WRITE-IN
3855,90,NON,13,WRITE-IN
3856,91,NON,24,WRITE-IN
3857,127,NON,13,WRITE-IN
3858,128,NON,11,WRITE-IN
3859,130,NON,8,WRITE-IN
3860,131,NON,14,WRITE-IN
3861,142,NON,11,WRITE-IN
3862,143,NON,16,WRITE-IN
3863,41,NON,173,Lisa Kralovic
3864,41,NON,13,WRITE-IN
3865,41,NON,337,Vickey A. Wright-Smith
3866,41,NON,14,WRITE-IN
3867,36,,0,NO CANDIDATE FILED
3868,39,,0,NO CANDIDATE FILED
3869,36,NON,35,WRITE-IN
3870,39,NON,4,WRITE-IN
3871,41,NON,59,Betty Pair
3872,42,NON,89,Betty Pair
3873,41,NON,37,Mack A. James
3874,42,NON,38,Mack A. James
3875,41,NON,1,WRITE-IN
3876,42,NON,1,WRITE-IN
3877,39,NON,11,Laina Aquiline
3878,41,NON,148,Laina Aquiline
3879,39,NON,2,WRITE-IN
3880,41,NON,5,WRITE-IN
3881,38,NON,50,William (Bill) Brown Jr.
3882,39,NON,119,William (Bill) Brown Jr.
3883,42,NON,30,William (Bill) Brown Jr.
3884,38,NON,38,Miriam Z. Savad
3885,39,NON,65,Miriam Z. Savad
3886,42,NON,24,Miriam Z. Savad
3887,38,NON,4,Richard Du Beshter
3888,39,NON,20,Richard Du Beshter
3889,42,NON,11,Richard Du Beshter
3890,38,NON,2,WRITE-IN
3891,39,NON,3,WRITE-IN
3892,42,NON,1,WRITE-IN
3893,38,NON,36,Thomas Boisvert
3894,41,NON,13,Thomas Boisvert
3895,42,NON,225,Thomas Boisvert
3896,38,NON,3,WRITE-IN
3897,41,NON,0,WRITE-IN
3898,42,NON,16,WRITE-IN
3899,42,NON,14,Kent Boese
3900,43,NON,406,Kent Boese
3901,42,NON,0,WRITE-IN
3902,43,NON,18,WRITE-IN
3903,38,NON,119,Bobby Holmes
3904,43,NON,18,Bobby Holmes
3905,38,NON,36,Sam Moore
3906,43,NON,6,Sam Moore
3907,38,NON,108,Lakeisha G. Thomas
3908,43,NON,16,Lakeisha G. Thomas
3909,38,NON,6,WRITE-IN
3910,43,NON,3,WRITE-IN
3911,37,NON,0,Lenwood (Lenny) Johnson
3912,38,NON,185,Lenwood (Lenny) Johnson
3913,37,NON,2,Jonathan Madison
3914,38,NON,117,Jonathan Madison
3915,37,NON,0,WRITE-IN
3916,38,NON,10,WRITE-IN
3917,36,NON,142,CANDIDATE WITHDRAWN
3918,39,NON,93,CANDIDATE WITHDRAWN
3919,36,NON,6,WRITE-IN
3920,39,NON,17,WRITE-IN
3921,20,NON,146,Myla Moss
3922,37,NON,130,Myla Moss
3923,137,NON,64,Myla Moss
3924,20,NON,3,WRITE-IN
3925,37,NON,6,WRITE-IN
3926,137,NON,1,WRITE-IN
3927,22,NON,171,Aaron Spencer
3928,137,NON,99,Aaron Spencer
3929,22,NON,186,Peter J. Raia Sr
3930,137,NON,67,Peter J. Raia Sr
3931,22,NON,147,Tucker VE Gallagher
3932,137,NON,71,Tucker VE Gallagher
3933,22,NON,11,WRITE-IN
3934,137,NON,2,WRITE-IN
3935,23,NON,337,Sedrick Muhammad
3936,37,NON,75,Sedrick Muhammad
3937,23,NON,6,WRITE-IN
3938,37,NON,4,WRITE-IN
3939,22,NON,284,Deborah R. Thomas
3940,23,NON,37,Deborah R. Thomas
3941,22,NON,105,William M. Girardo
3942,23,NON,7,William M. Girardo
3943,22,NON,13,WRITE-IN
3944,23,NON,3,WRITE-IN
3945,22,NON,117,Mary M. Streett
